question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new
1854,What OS am I running on,get os version,"import platform
platform.release()",7,0,4,61,1
247724,How can I launch an instance of an application using Python?,How can I launch an instance of an application using Python?,os.system('start excel.exe <path/to/file>'),108,0,4,61,1
364621,get item's position in a list,get the position of item 1 in `testlist`,"for i in [i for (i, x) in enumerate(testlist) if (x == 1)]:
    pass",165,0,7,61,1
1027714,How to execute a file within the python interpreter?,execute file 'filename.py',"exec(compile(open('filename.py').read(), 'filename.py', 'exec'))",403,1,9,61,1
1064335,"In Python 2.5, how do I kill a subprocess?",kill a process with id `process.pid`,"os.kill(process.pid, signal.SIGKILL)",411,1,4,61,1
1400608,empty a list,empty a list `lst`,del lst[:],452,2,7,61,1
1679798,How to open a file with the standard application?,"open a file ""$file"" under Unix","os.system('start ""$file""')",485,3,9,61,1
2331943,decode JSON,decode JSON string `u` to a dictionary,json.load(u),587,6,1,61,0
2759323,How can I list the contents of a directory in Python?,list all the contents of the directory 'path'.,os.listdir('path'),652,8,9,61,1
2793324,delete a list element by value,"remove item ""b"" in list `a`",a.remove('b'),663,8,7,61,1
2890896,Extract IP address from an html string (python),extract ip address from an html string,"ip = re.findall('[0-9]+(?:\\.[0-9]+){3}', s)",679,8,4,61,1
3899980,How to change the font size on a matplotlib plot,change the font size on plot `matplotlib` to 22,matplotlib.rcParams.update({'font.size': 22}),837,12,4,61,1
4112265,How to zip lists in a list,"zip lists `[1, 2], [3, 4], [5, 6]` in a list","zip(*[[1, 2], [3, 4], [5, 6]])",879,13,7,61,1
5280178,How do I load a file into the python console?,load a file `file.py` into the python console,"exec(compile(open('file.py').read(), 'file.py', 'exec'))",1053,18,9,61,1
6159900,write line to file,"write line ""Hello"" to file `somefile.txt`","with open('somefile.txt', 'a') as the_file:
    the_file.write('Hello\n')",1127,20,9,61,1
6407362,How can I check if a date is the same day as datetime.today()?,check if date `yourdatetime` is equal to today's date,yourdatetime.date() == datetime.today().date(),1142,20,2,61,0
8177079,take the content of a list and append it to another list,append list `list1` to `list2`,list2.extend(list1),1290,24,7,61,1
8546245,Python concat string with list,join a list of strings `list` using a space ' ',""""""" """""".join(list)",1337,25,7,61,1
9621388,(Django) how to get month name?,how to get month name of datetime `today`,today.strftime('%B'),1434,28,2,61,0
10586778,test a boolean expression in a Python string,evaluate the expression '20<30',eval('20<30'),1507,29,5,61,0
12329853,How to rearrange Pandas column sequence?,"Rearrange the columns 'a','b','x','y' of pandas DataFrame `df` in mentioned sequence 'x' ,'y','a' ,'b'","df = df[['x', 'y', 'a', 'b']]",1640,33,3,61,0
13496087,Python: How to generate a 12-digit random number?,generate a random 12-digit number,""""""""""""".join(str(random.randint(0, 9)) for _ in range(12))",1753,36,5,61,0
14673394,python pandas extract unique dates from time series,extract unique dates from time series 'Date' in dataframe `df`,df['Date'].map(lambda t: t.date()).unique(),1848,38,3,61,0
14931769,get all combination of n binary value,get all combination of n binary values,"lst = list(itertools.product([0, 1], repeat=n))",1873,39,7,61,1
15049182,Write value to hidden element with selenium python script,add one to the hidden web element with id 'XYZ' with selenium python script,"browser.execute_script(""document.getElementById('XYZ').value+='1'"")",1888,39,4,61,1
15313250,Python BeautifulSoup Extract specific URLs,find all anchor tags in html `soup` whose url begins with `http://www.iwashere.com`,"soup.find_all('a', href=re.compile('http://www\\.iwashere\\.com/'))",1912,40,4,61,1
15571267,Python: A4 size for a plot,"set size of `figure` to landscape A4 i.e. `11.69, 8.27` inches","figure(figsize=(11.69, 8.27))",1935,40,4,61,1
16387069,Open images,"Open image ""picture.jpg""","img = Image.open('picture.jpg')
Img.show",1987,42,9,61,1
16412563,Python: sorting dictionary of dictionaries,sort dictionary of dictionaries `dic` according to the key 'Fisher',"sorted(list(dic.items()), key=lambda x: x[1]['Fisher'], reverse=True)",1989,42,1,61,0
17057544,Python - Extract folder path from file path,extract folder path from file path,os.path.dirname(os.path.abspath(existGDBPath)),2022,43,9,61,1
17815945,Convert generator object to a dictionary,convert generator object to a dictionary,"dict((i, i * 2) for i in range(10))",2085,44,1,61,0
19863964,fastest way to find the magnitude (length) squared of a vector field,find the magnitude (length) squared of a vector `vf` field,"np.einsum('...j,...j->...', vf, vf)",2228,48,4,61,1
21317384,Pandas/Python: How to concatenate two dataframes without duplicates?,concatenate dataframe `df1` with `df2` whilst removing duplicates,"pandas.concat([df1, df2]).drop_duplicates().reset_index(drop=True)",2303,50,3,61,0
21822054,How to force os.system() to use bash instead of shell,Run a command `echo hello world` in bash instead of shell,"os.system('/bin/bash -c ""echo hello world""')",2328,50,9,61,1
23351183,Django - Filter queryset by CharField value length,Filter queryset for all objects in Django model `MyModel` where texts length are greater than `254`,MyModel.objects.filter(text__regex='^.{254}.*'),2375,52,4,61,1
29370211,pandas split string into columns,"pandas split strings in column 'stats' by ',' into columns in dataframe `df`","df['stats'].str[1:-1].str.split(',', expand=True).astype(float)",2516,55,3,61,0
30759776,Extracting specific src attributes from script tags,"extract attributes 'src=""js/([^""]*\\bjquery\\b[^""]*)""' from string `data`","re.findall('src=""js/([^""]*\\bjquery\\b[^""]*)""', data)",2565,57,0,61,0
32458541,Django can't find URL pattern,Confirm urls in Django properly,"url('^$', include('sms.urls')),",2622,58,4,61,1
34705205,Sort a nested list by two elements,"sort a nested list by the inverse of element 2, then by element 1","sorted(l, key=lambda x: (-int(x[1]), x[0]))",2674,59,7,61,1
